Date,   ETB   ,   EUR   ,   GBP   ,   KES   ,   TZS   ,   USD   
2/1/12,0.55717,13.24355,14.70099,0.11903,0.00651,9.67906
2/2/12,0.55807,13.08027,15.55161,0.11936,0.00652,9.67967
2/3/12,0.5643,13.05117,15.88984,0.11906,0.00644,9.69493
2/4/12,0.71424,16.35468,15.23397,0.14222,0.0063,9.69547
2/5/12,0.55863,13.19387,15.89777,0.1193,0.00639,9.71196
2/6/12,0.54553,13.5508,16.01653,0.12605,0.00646,9.7154
2/7/12,0.56047,12.88855,15.41156,0.11852,0.0064,9.71574
2/8/12,0.56017,13.29635,15.12199,0.12102,0.00628,9.71903
2/9/12,0.55687,13.05542,15.2534,0.11984,0.00618,9.73091
2/10/12,0.56103,12.91366,16.32002,0.11488,0.00637,9.7312
2/11/12,0.5569,12.43516,16.57694,0.12314,0.00639,9.7338
2/12/12,0.55177,12.60452,15.44812,0.1207,0.00636,9.73875
2/13/12,0.55238,12.72936,15.96696,0.12184,0.00649,9.73906
2/14/12,0.55388,12.96957,15.91622,0.12272,0.00627,9.74973
2/15/12,0.68144,17.2417,21.11046,0.14959,0.00736,9.75042
2/16/12,0.5674,13.06731,27.09645,0.11555,0.0065,9.75096
2/17/12,0.56129,13.2106,15.44246,0.17065,0.00654,9.75124
2/18/12,0.55891,12.72869,15.49559,0.11859,0.00646,9.7562
2/19/12,0.55878,17.24052,15.47511,0.15845,0.00784,9.75675
2/20/12,0.55797,12.71554,15.05396,0.12305,0.00631,9.76146
2/21/12,0.56482,13.3213,14.94702,0.11984,0.00643,9.76214
2/22/12,0.56242,13.14063,16.02446,0.11691,0.00636,9.76419
2/23/12,0.6816,18.05408,22.1477,0.11489,0.0074,9.76653
2/24/12,0.56602,23.35065,15.89002,0.12636,0.00649,9.77174
2/25/12,0.56753,13.01245,14.88445,0.11965,0.00641,9.77243
2/26/12,0.68215,20.43876,20.97475,0.15215,0.00796,9.77418
2/27/12,0.56434,13.00098,15.41796,0.11751,0.00643,9.77454
2/28/12,0.55354,12.38318,16.3286,0.11762,0.00639,9.77853
2/29/12,0.56713,12.90621,16.24237,0.11596,0.00628,9.79482
3/1/12,0.54911,22.24125,15.50703,0.12129,0.0065,9.7971
3/2/12,0.56282,12.8234,15.51108,0.11743,0.00636,9.80381
3/3/12,0.55869,12.45891,16.21233,0.11605,0.00624,9.8054
3/4/12,0.56381,12.78196,15.65675,0.11813,0.00647,9.80724
3/5/12,0.61858,13.05774,22.70015,0.17528,0.00787,9.80921
3/6/12,0.57109,17.30397,15.32748,0.11602,0.00657,9.80942
3/7/12,0.56802,12.50377,15.65096,0.12118,0.00644,9.8197
3/8/12,0.55924,13.26296,15.49786,0.12022,0.00806,9.82012
3/9/12,0.55802,12.92413,16.12887,0.12105,0.00639,9.82505
3/10/12,0.54895,12.77016,16.43694,0.1233,0.00652,9.826
3/11/12,0.5639,12.62048,15.3422,0.11703,0.00634,9.82697
3/12/12,0.56152,12.72688,16.43114,0.12156,0.00633,9.82703
3/13/12,0.55916,13.57025,14.99877,0.11769,0.00638,9.83004
3/14/12,0.55941,13.17196,14.68376,0.11876,0.00647,9.83052
3/15/12,0.56067,13.13024,15.81786,0.11841,0.00647,9.83493
3/16/12,0.56214,12.50217,15.62409,0.11464,0.00628,9.83588
3/17/12,0.55993,13.12178,14.77704,0.11708,0.00649,9.83731
3/18/12,0.56963,23.15031,21.80341,0.1159,0.00634,9.83796
3/19/12,0.54658,12.90781,15.67612,0.12272,0.00743,9.84504
3/20/12,0.56071,12.80695,22.34186,0.18081,0.00807,9.84534
3/21/12,0.55916,12.60714,16.1053,0.11571,0.00647,9.84561
3/22/12,0.5601,12.76105,15.4442,0.11936,0.00646,9.84709
3/23/12,0.6746,17.95368,20.67826,0.14401,0.008,9.84811
3/24/12,0.43485,13.03018,21.4889,0.14229,0.00808,9.84874
3/25/12,0.56322,12.93929,16.34296,0.12002,0.00648,9.85661
3/26/12,0.56573,13.51351,15.60185,0.11823,0.00643,9.8594
3/27/12,0.55292,12.75383,15.84776,0.11818,0.00634,9.86074
3/28/12,0.68663,15.75579,15.24757,0.12209,0.00656,9.86082
3/29/12,0.56008,12.87548,15.64935,0.1172,0.00631,9.86125
3/30/12,0.51092,13.25368,23.73332,0.17569,0.0065,9.8664
3/31/12,0.56629,13.06721,15.61078,0.11882,0.00634,9.86982
4/1/12,0.56574,13.35891,16.68,0.11993,0.00642,9.87072
4/2/12,0.40419,22.93423,23.18236,0.17506,0.00856,9.87231
4/3/12,0.55654,12.68323,15.51361,0.11684,0.0064,9.87322
4/4/12,0.5541,12.58463,15.90747,0.11611,0.00636,9.87393
4/5/12,0.56275,12.95037,15.88555,0.11412,0.00631,9.87615
4/6/12,0.44489,13.43824,15.67888,0.12105,0.00753,9.87659
4/7/12,0.5556,12.80914,15.94593,0.1211,0.0064,9.8779
4/8/12,0.56343,12.88318,24.84066,0.11638,0.00638,9.88174
4/9/12,0.56811,12.22626,16.9291,0.12243,0.0064,9.88431
4/10/12,0.61743,22.57897,23.86431,0.1736,0.00636,9.88917
4/11/12,0.55656,12.58732,15.2817,0.12196,0.00647,9.8937
4/12/12,0.68224,17.49707,22.49037,0.15217,0.00792,9.89441
4/13/12,0.55557,23.06113,15.61819,0.12008,0.00648,9.8949
4/14/12,0.48511,12.94965,16.35666,0.17929,0.00748,9.89898
4/15/12,0.7084,20.34905,22.34576,0.14506,0.00741,9.90219
4/16/12,0.56603,12.6797,15.99644,0.11639,0.00631,9.90364
4/17/12,0.56451,17.33248,22.07899,0.17232,0.0065,9.90425
4/18/12,0.56321,12.48126,15.74395,0.11974,0.00621,9.90445
4/19/12,0.56239,23.1875,22.78571,0.11917,0.00629,9.90494
4/20/12,0.56622,13.20411,15.71923,0.17431,0.0063,9.91103
4/21/12,0.67953,17.72736,21.65297,0.16128,0.00781,9.91235
4/22/12,0.56745,23.26365,15.20572,0.17603,0.00868,9.91375
4/23/12,0.57357,12.70915,16.53509,0.12249,0.00638,9.91606
4/24/12,0.39577,23.39292,27.74422,0.18209,0.00883,9.91705
4/25/12,0.55633,13.1161,16.6125,0.12524,0.00637,9.91857
4/26/12,0.41907,22.36279,23.42893,0.17398,0.00744,9.92064
4/27/12,0.7079,16.79319,21.78391,0.14558,0.0064,9.9221
4/28/12,0.68225,16.67388,22.35695,0.12309,0.00628,9.9285
4/29/12,0.55674,21.14287,24.26926,0.17746,0.00818,9.92951
4/30/12,0.55858,12.83529,16.10455,0.12353,0.00645,9.93126
5/1/12,0.55847,12.41307,15.13518,0.11991,0.00636,9.93379
5/2/12,0.56604,12.87511,26.95319,0.12032,0.0065,9.9387
5/3/12,0.55884,13.21211,15.22971,0.11509,0.00629,9.93968
5/4/12,0.55673,16.03393,15.28954,0.11663,0.00638,9.94158
5/5/12,0.56245,12.66188,16.17661,0.11903,0.00641,9.94235
5/6/12,0.55392,13.48217,16.35202,0.12105,0.00645,9.94565
5/7/12,0.39532,21.68027,21.73302,0.16861,0.00685,9.94879
5/8/12,0.55525,23.32841,15.93325,0.12049,0.00639,9.95051
5/9/12,0.56448,13.19424,15.68286,0.11594,0.00642,9.95083
5/10/12,0.56201,13.10818,15.62891,0.11532,0.00625,9.95205
5/11/12,0.56004,12.84924,15.61193,0.12036,0.0063,9.95951
5/12/12,0.56087,13.01727,16.10945,0.12286,0.00627,9.96234
5/13/12,0.55858,12.51398,14.54838,0.14341,0.00632,9.96784
5/14/12,0.56135,13.26552,26.88075,0.11985,0.00632,9.96917
5/15/12,0.56425,20.63749,27.74422,0.17558,0.00866,9.97028
5/16/12,0.5662,13.50582,15.41223,0.12004,0.0064,9.97136
5/17/12,0.55847,20.68534,14.99806,0.11898,0.00646,9.97203
5/18/12,0.55036,13.20239,15.34141,0.11893,0.00633,9.97313
5/19/12,0.57134,12.695,15.92295,0.11753,0.00624,9.97693
5/20/12,0.55686,13.26793,20.64582,0.12393,0.00631,9.97723
5/21/12,0.57055,13.24401,15.42265,0.11847,0.00636,9.97929
5/22/12,0.55982,13.18972,16.40951,0.11848,0.00642,9.98078
5/23/12,0.55684,12.91753,19.89214,0.11838,0.00636,9.98249
5/24/12,0.56035,13.29324,15.40404,0.11785,0.00649,9.98581
5/25/12,0.54877,20.61947,26.51099,0.1195,0.00643,9.98624
5/26/12,0.71233,13.07217,15.43995,0.14995,0.00646,9.99318
5/27/12,0.55734,12.98325,15.71228,0.11983,0.00647,9.99408
5/28/12,0.51573,13.14183,21.89389,0.17321,0.00861,9.9956
5/29/12,0.56277,13.09089,16.08113,0.11908,0.00638,9.99806
5/30/12,0.56324,12.88877,21.58737,0.11773,0.00637,9.99836
5/31/12,0.36787,20.70263,24.43348,0.17401,0.00867,9.99944
6/1/12,0.56975,12.70523,16.06141,0.11728,0.00646,9.99966
6/2/12,0.55385,12.31634,16.17321,0.11836,0.00646,9.99976
6/3/12,0.56441,12.9311,15.7065,0.17549,0.00642,10.00107
6/4/12,0.56364,12.84469,15.0065,0.11707,0.00632,10.00235
6/5/12,0.55498,12.97709,15.39591,0.12272,0.00639,10.0031
6/6/12,0.56231,19.93704,21.57638,0.17202,0.00639,10.00324
6/7/12,0.56352,12.48564,16.03694,0.11785,0.00634,10.00402
6/8/12,0.55838,12.6271,15.63118,0.11932,0.0063,10.00439
6/9/12,0.56722,12.71281,14.69675,0.11929,0.00652,10.00444
6/10/12,0.55971,13.12494,15.20654,0.17613,0.00641,10.00488
6/11/12,0.56349,12.99188,15.65185,0.12185,0.00642,10.00488
6/12/12,0.55846,12.80573,16.16134,0.1157,0.00777,10.00539
6/13/12,0.55857,13.1788,15.41185,0.12049,0.00642,10.00576
6/14/12,0.61543,15.43954,15.8085,0.15934,0.00635,10.00619
6/15/12,0.54287,17.67742,21.49783,0.12135,0.00786,10.0078
6/16/12,0.56277,13.6159,15.51665,0.11805,0.00639,10.01695
6/17/12,0.55158,12.5064,15.23775,0.12164,0.00648,10.01706
6/18/12,0.55975,13.10586,15.41077,0.11926,0.00635,10.01778
6/19/12,0.56305,12.63908,21.15062,0.11728,0.00632,10.02094
6/20/12,0.39248,12.9569,15.68602,0.12166,0.00653,10.02183
6/21/12,0.55619,13.15607,15.51505,0.11731,0.00791,10.02407
6/22/12,0.56217,20.17936,15.84048,0.11873,0.00636,10.02885
6/23/12,0.56234,12.94778,16.48996,0.12196,0.00639,10.03116
6/24/12,0.54743,17.66169,21.06483,0.17449,0.00646,10.0322
6/25/12,0.55751,12.21852,15.25107,0.11419,0.00633,10.03291
6/26/12,0.55736,12.95359,15.68855,0.12034,0.00641,10.03454
6/27/12,0.55993,13.67322,15.7554,0.11908,0.0066,10.03557
6/28/12,0.4736,12.96826,22.28786,0.17424,0.00805,10.0358
6/29/12,0.56633,12.50418,15.66034,0.11775,0.00635,10.03681
6/30/12,0.56145,12.8685,16.01283,0.11937,0.00623,10.04095
7/1/12,0.49428,13.24189,16.81747,0.12674,0.00877,10.041
7/2/12,0.5557,13.28012,15.85161,0.18017,0.00632,10.04129
7/3/12,0.55591,13.21038,16.06419,0.11931,0.0063,10.04183
7/4/12,0.56993,23.02611,23.93208,0.17651,0.00868,10.04419
7/5/12,0.56098,12.6636,16.10526,0.12035,0.00642,10.0455
7/6/12,0.54862,13.30146,15.46454,0.12361,0.00659,10.04609
7/7/12,0.51553,12.7103,16.46778,0.17468,0.00635,10.04638
7/8/12,0.56178,13.09724,15.98923,0.12145,0.0063,10.04687
7/9/12,0.56182,12.7492,15.93807,0.11613,0.00643,10.05389
7/10/12,0.55651,12.71324,16.18747,0.11841,0.00637,10.05855
7/11/12,0.5309,22.87216,26.96203,0.1599,0.0075,10.06244
7/12/12,0.55464,13.02165,15.48917,0.11976,0.00634,10.06489
7/13/12,0.56007,12.74871,15.57225,0.1154,0.00633,10.06726
7/14/12,0.55323,12.96048,16.10083,0.12435,0.00655,10.07069
7/15/12,0.55415,12.65578,15.30663,0.11538,0.00637,10.0711
7/16/12,0.55944,12.28778,15.67886,0.11797,0.00628,10.0745
7/17/12,0.70467,12.63405,22.56579,0.11891,0.00622,10.07522
7/18/12,0.50497,12.80348,21.45117,0.17815,0.00638,10.0762
7/19/12,0.56913,21.46386,15.58396,0.12058,0.00637,10.07725
7/20/12,0.55783,12.69556,15.55781,0.12056,0.0063,10.0796
7/21/12,0.40623,16.94069,22.50054,0.11813,0.00642,10.08213
7/22/12,0.56265,12.02125,15.7609,0.11971,0.00629,10.08281
7/23/12,0.55005,17.45011,14.52377,0.16884,0.00831,10.08381
7/24/12,0.68002,23.52451,15.54576,0.12019,0.00749,10.08783
7/25/12,0.55927,12.92378,15.49242,0.12087,0.00647,10.08824
7/26/12,0.71147,12.99872,16.19022,0.11902,0.00645,10.08877
7/27/12,0.55478,12.30288,15.13052,0.11671,0.0062,10.09
7/28/12,0.55842,13.07926,15.65532,0.12005,0.00634,10.09589
7/29/12,0.4156,22.93387,21.87385,0.17422,0.00739,10.09794
7/30/12,0.57046,13.07654,16.07893,0.11681,0.00647,10.09866
7/31/12,0.56012,13.18331,22.59274,0.11931,0.00642,10.09896
8/1/12,0.55332,12.15951,15.53566,0.11563,0.0064,10.10204
8/2/12,0.56577,12.44054,16.1941,0.12111,0.00636,10.10362
8/3/12,0.6724,16.41422,24.12532,0.15356,0.00776,10.10444
8/4/12,0.71212,17.5517,26.62822,0.11937,0.008,10.10478
8/5/12,0.55877,12.82842,15.75923,0.11857,0.00649,10.10502
8/6/12,0.50223,21.00347,21.40899,0.1816,0.00881,10.10597
8/7/12,0.55879,13.1801,27.4768,0.12011,0.00641,10.10691
8/8/12,0.55584,12.56127,15.71733,0.11769,0.00637,10.11046
8/9/12,0.56343,12.72968,15.6519,0.11521,0.00646,10.11202
8/10/12,0.35829,22.95443,27.53055,0.17728,0.00857,10.11317
8/11/12,0.71208,12.7107,21.10327,0.11518,0.00633,10.11348
8/12/12,0.56324,19.85649,15.3847,0.11862,0.00626,10.11401
8/13/12,0.71637,15.6575,16.08377,0.11465,0.00629,10.11408
8/14/12,0.56038,13.31433,16.08833,0.12375,0.00642,10.11516
8/15/12,0.56104,13.05482,16.26338,0.11831,0.00623,10.11999
8/16/12,0.56001,12.41649,16.42613,0.12245,0.00637,10.12052
8/17/12,0.55601,13.06821,16.35443,0.11889,0.00628,10.1248
8/18/12,0.71897,21.12149,15.67033,0.1702,0.00695,10.12666
8/19/12,0.55639,17.2785,15.84841,0.14875,0.00678,10.12719
8/20/12,0.56307,13.26785,16.05904,0.12014,0.00644,10.12901
8/21/12,0.55598,23.10896,22.61585,0.11932,0.00642,10.12976
8/22/12,0.5521,13.04128,16.70675,0.12431,0.00642,10.13035
8/23/12,0.6889,20.40855,22.68009,0.15474,0.00821,10.13086
8/24/12,0.55598,12.75743,14.77436,0.1185,0.00623,10.13132
8/25/12,0.55225,13.27473,15.92547,0.11882,0.00641,10.13252
8/26/12,0.55712,17.42939,23.31953,0.14773,0.00805,10.13562
8/27/12,0.56198,13.01099,15.80897,0.11669,0.00637,10.1363
8/28/12,0.56194,12.36606,15.94547,0.14158,0.00633,10.14081
8/29/12,0.56443,13.3006,15.78724,0.12139,0.00634,10.14168
8/30/12,0.56125,20.94851,27.44629,0.18111,0.00643,10.14226
8/31/12,0.55121,13.12447,14.98644,0.12017,0.00648,10.1437
9/1/12,0.5519,17.47656,15.10224,0.14466,0.00638,10.14539
9/2/12,0.56292,22.6965,16.07599,0.11611,0.0064,10.14556
9/3/12,0.55495,13.5509,15.24159,0.12217,0.00634,10.14592
9/4/12,0.55876,13.06918,16.13473,0.11886,0.00623,10.14614
9/5/12,0.56996,13.1643,16.07925,0.11515,0.00645,10.14753
9/6/12,0.56415,12.89874,16.09824,0.12067,0.00636,10.14828
9/7/12,0.55289,13.31125,15.6249,0.11848,0.00634,10.15244
9/8/12,0.55688,20.44685,16.0722,0.11934,0.00653,10.15565
9/9/12,0.67433,16.75599,22.10729,0.11816,0.00683,10.15659
9/10/12,0.55278,12.9783,15.0554,0.14989,0.00793,10.15713
9/11/12,0.5592,13.25356,15.7285,0.11453,0.00646,10.15763
9/12/12,0.55698,12.43556,16.41888,0.12139,0.00653,10.15875
9/13/12,0.56129,13.11585,16.06916,0.12143,0.00647,10.15901
9/14/12,0.54926,12.62967,15.66417,0.11813,0.00651,10.16049
9/15/12,0.49498,22.70667,22.10742,0.1188,0.00643,10.16134
9/16/12,0.54825,13.02993,15.14064,0.11986,0.00636,10.16346
9/17/12,0.55309,13.12845,16.49098,0.11871,0.00649,10.16545
9/18/12,0.56769,12.90346,15.40911,0.11622,0.00642,10.16828
9/19/12,0.55468,12.99875,15.45809,0.12197,0.00635,10.16872
9/20/12,0.70079,13.71778,16.7015,0.17481,0.00804,10.17462
9/21/12,0.56195,13.46328,15.97096,0.12441,0.00883,10.17623
9/22/12,0.56467,12.58022,16.05835,0.1174,0.00639,10.17989
9/23/12,0.56362,17.10019,15.64929,0.11679,0.00648,10.18022
9/24/12,0.56262,12.80371,15.11255,0.11922,0.00628,10.1832
9/25/12,0.5616,16.35012,21.76366,0.1173,0.00744,10.18421
9/26/12,0.39983,13.40463,24.08498,0.17586,0.0087,10.18615
9/27/12,0.70831,22.8479,23.86979,0.14766,0.00806,10.18946
9/28/12,0.56326,12.27393,15.88345,0.17253,0.00653,10.1904
9/29/12,0.55715,13.057,15.04399,0.11573,0.00644,10.19166
9/30/12,0.55604,12.70149,15.34169,0.11909,0.00648,10.19556
10/1/12,0.44705,12.55041,15.6869,0.11639,0.00642,10.19777
10/2/12,0.5634,13.40632,21.51731,0.11771,0.00645,10.19963
10/3/12,0.56261,12.68988,16.27229,0.11756,0.0064,10.21113
10/4/12,0.56164,12.58603,16.03952,0.11614,0.00631,10.21222
10/5/12,0.56261,12.67806,22.21345,0.11665,0.00805,10.21467
10/6/12,0.56762,12.60541,16.33163,0.11927,0.00641,10.21538
10/7/12,0.54386,13.28492,15.71878,0.11669,0.0063,10.21573
10/8/12,0.54775,13.57059,15.67692,0.14746,0.00636,10.21574
10/9/12,0.55403,23.04263,15.44679,0.17307,0.00871,10.21676
10/10/12,0.56988,12.30869,15.20044,0.14459,0.00635,10.21711
10/11/12,0.5606,23.35203,16.5126,0.12061,0.00649,10.21823
10/12/12,0.55531,12.94553,15.74468,0.12032,0.00638,10.21855
10/13/12,0.55866,12.49042,15.20934,0.12078,0.00632,10.22017
10/14/12,0.56116,13.10435,16.01496,0.12196,0.00641,10.22172
10/15/12,0.52556,23.03619,20.83346,0.1775,0.00806,10.22473
10/16/12,0.54849,17.43393,15.98249,0.17181,0.00631,10.2254
10/17/12,0.55949,13.02286,16.53708,0.11843,0.0064,10.22561
10/18/12,0.5643,12.89686,15.2986,0.15246,0.00634,10.22851
10/19/12,0.55823,13.10116,16.35911,0.11631,0.0064,10.23242
10/20/12,0.55768,13.13609,21.07233,0.12049,0.00864,10.23298
10/21/12,0.56246,12.59245,15.96429,0.11923,0.00655,10.23461
10/22/12,0.54965,13.02793,16.19964,0.1209,0.00654,10.23671
10/23/12,0.54845,12.63515,15.99136,0.12062,0.00628,10.23841
10/24/12,0.56397,13.17196,22.21376,0.11937,0.00649,10.24041
10/25/12,0.5523,13.19592,16.17927,0.11978,0.00643,10.25252
10/26/12,0.55967,13.14276,15.29756,0.11727,0.00643,10.2529
10/27/12,0.56176,23.26616,15.73262,0.18059,0.00748,10.25658
10/28/12,0.54486,12.77627,16.34873,0.1264,0.00658,10.25727
10/29/12,0.56257,12.63164,15.99331,0.12011,0.00633,10.2581
10/30/12,0.56579,12.96988,15.35777,0.1159,0.00641,10.26426
10/31/12,0.54832,20.07849,16.06488,0.14791,0.00782,10.2661
11/1/12,0.61832,15.42752,21.33306,0.14385,0.00741,10.26636
11/2/12,0.56002,13.02822,15.66072,0.12338,0.00662,10.26668
11/3/12,0.56058,12.18464,15.90699,0.11932,0.00643,10.26686
11/4/12,0.50544,12.57509,14.22811,0.14554,0.007,10.26804
11/5/12,0.56578,12.88761,15.6773,0.1184,0.00644,10.26963
11/6/12,0.5495,12.89415,16.17857,0.119,0.00642,10.2723
11/7/12,0.56579,15.93975,15.54307,0.12179,0.00642,10.27335
11/8/12,0.57042,12.82457,15.06046,0.11921,0.00645,10.27458
11/9/12,0.55727,13.27684,15.57814,0.11973,0.00632,10.27493
11/10/12,0.55319,13.10215,15.79186,0.11805,0.00637,10.27532
11/11/12,0.56693,12.63046,16.28531,0.11719,0.00632,10.2829
11/12/12,0.55615,13.41321,15.75519,0.11784,0.00649,10.28671
11/13/12,0.5634,13.05667,15.50009,0.1184,0.00633,10.28831
11/14/12,0.56714,13.08812,15.93035,0.12046,0.00647,10.2929
11/15/12,0.56098,13.70103,15.84755,0.12409,0.00645,10.29429
11/16/12,0.54649,12.47871,15.15157,0.12079,0.00644,10.29633
11/17/12,0.54915,13.42942,15.82712,0.12218,0.00642,10.29746
11/18/12,0.5473,13.21378,15.76746,0.11973,0.00633,10.29993
11/19/12,0.5557,12.22757,14.80437,0.11617,0.00636,10.30172
11/20/12,0.5576,13.01473,15.81374,0.12325,0.00699,10.30189
11/21/12,0.56111,12.99843,15.82871,0.11887,0.00699,10.31156
11/22/12,0.56168,12.87647,15.86301,0.12186,0.00649,10.31733
11/23/12,0.56124,12.91288,15.01836,0.11638,0.0065,10.31807
11/24/12,0.5569,13.02362,15.63168,0.11809,0.00632,10.31897
11/25/12,0.55542,12.85391,15.32242,0.11754,0.00653,10.32311
11/26/12,0.55574,13.1755,15.26791,0.11731,0.00635,10.32352
11/27/12,0.56372,12.56134,15.82142,0.11885,0.00644,10.32615
11/28/12,0.40064,17.34178,22.98708,0.17629,0.00744,10.32746
11/29/12,0.54572,23.19643,15.92421,0.1242,0.00647,10.3299
11/30/12,0.55555,12.952,15.12873,0.11777,0.00652,10.33234
12/1/12,0.55651,12.60671,15.26347,0.11985,0.0064,10.33408
12/2/12,0.71108,17.69712,22.09034,0.15006,0.00652,10.33546
12/3/12,0.55732,13.01386,15.67114,0.12557,0.00645,10.33789
12/4/12,0.56398,13.02708,15.40092,0.11902,0.00631,10.33847
12/5/12,0.55018,12.91531,16.42808,0.12023,0.00644,10.34287
12/6/12,0.55663,12.74277,15.67173,0.1207,0.00645,10.35196
12/7/12,0.56333,13.09614,15.5472,0.12134,0.00633,10.35705
12/8/12,0.56883,12.73588,22.35987,0.16944,0.00647,10.35809
12/9/12,0.56773,13.18546,16.3126,0.12392,0.00645,10.359
12/10/12,0.55879,13.1803,14.53,0.122,0.00641,10.36246
12/11/12,0.56305,13.23965,15.68372,0.11749,0.00642,10.36316
12/12/12,0.55151,13.19371,15.29054,0.11846,0.00638,10.37716
12/13/12,0.55743,13.00492,22.79835,0.12079,0.00647,10.37906
12/14/12,0.56514,13.0146,15.72298,0.12212,0.00642,10.38178
12/15/12,0.55782,12.50929,16.15525,0.11904,0.00641,10.40868
12/16/12,0.54882,12.67997,16.10318,0.12058,0.00641,10.40877
12/17/12,0.71099,20.18388,23.87553,0.11958,0.00865,10.41024
12/18/12,0.55683,12.78552,15.39196,0.11974,0.0065,10.41117
12/19/12,0.55751,13.56088,16.04082,0.1219,0.00647,10.41202
12/20/12,0.55088,13.30589,15.21491,0.11892,0.00627,10.41252
12/21/12,0.55222,13.58777,15.64595,0.12347,0.00645,10.41284
12/22/12,0.5523,13.08729,15.26317,0.1241,0.00643,10.42805
12/23/12,0.55557,13.19773,15.54594,0.12178,0.00623,10.43225
12/24/12,0.7075,17.58802,21.84304,0.14566,0.00799,10.43633
12/25/12,0.5514,23.25762,16.78853,0.12388,0.00646,10.43986
12/26/12,0.55709,13.02422,15.47543,0.11516,0.00644,10.44271
12/27/12,0.56849,13.29043,15.06479,0.11955,0.00653,10.44657
12/28/12,0.55705,12.1309,14.99493,0.11627,0.00639,10.44683
12/29/12,0.56728,12.41827,16.01781,0.11824,0.008,10.45744
12/30/12,0.55239,12.49523,15.66653,0.11779,0.00644,10.46113
12/31/12,0.55256,12.60945,15.87016,0.11936,0.00647,10.46125
1/1/13,0.56237,12.94077,16.52597,0.11879,0.00654,10.47385
1/2/13,0.55452,13.06407,16.42827,0.12482,0.00633,10.50209
1/3/13,0.55601,17.34486,15.59302,0.12166,0.00632,10.50988
1/4/13,0.55491,13.61424,16.33606,0.11936,0.00645,10.53571
1/5/13,0.5537,12.91662,15.43655,0.12109,0.00642,10.5413
1/6/13,0.55956,12.59029,15.46263,0.11917,0.00694,10.54487
1/7/13,0.55656,22.8713,15.81106,0.11997,0.00808,10.57587
1/8/13,0.5459,13.03806,16.1571,0.11654,0.00649,10.57746
1/9/13,0.55685,12.61855,15.85666,0.12135,0.00648,10.59661
1/10/13,0.55832,12.15676,14.92314,0.11998,0.00639,10.6123
1/11/13,0.42768,23.1998,27.5149,0.17737,0.00883,10.62274
1/12/13,0.68358,16.5417,20.58561,0.1447,0.00746,10.6449
1/13/13,0.56832,12.84714,24.57613,0.12278,0.00637,10.65051
1/14/13,0.56127,12.03522,15.09539,0.11898,0.00631,10.71996
1/15/13,0.55284,23.13666,17.06454,0.12431,0.00646,10.72985
1/16/13,0.70849,16.96445,21.63381,0.17813,0.00809,12.1083
1/17/13,0.70967,17.90047,21.18242,0.15904,0.00739,12.17232
1/18/13,0.70352,17.52103,21.88363,0.15144,0.00744,12.21042
1/19/13,0.67621,16.98125,22.25082,0.16158,0.00803,12.21919
1/20/13,0.68195,19.61172,22.19213,0.15858,0.00738,12.22485
